DATE,TIME,XR,YR,HEIGHT,TSS1,TSS2,TSS3,ALT,DEP,HEAD,LINE,DISCARD1,DISCARD2
22-05-2023,14:09:31.883,304294.8,6031000.07,NA,-2,-2,-15,0.77,40.2,174.9,218,NA,NA
22-05-2023,14:09:31.560,304294.79,6031000.2,NA,-1,0,-12,0.76,40.24,174.9,218,NA,NA
22-05-2023,14:09:31.346,304294.78,6031000.28,NA,-2,1,-12,0.76,40.25,174.88,218,NA,NA
22-05-2023,14:09:31.131,304294.77,6031000.37,NA,0,3,-9,0.75,40.28,174.81,218,NA,NA
22-05-2023,14:09:30.810,304294.75,6031000.49,NA,-2,1,-5,0.74,40.28,174.71,218,NA,NA
22-05-2023,14:09:30.595,304294.74,6031000.58,NA,-2,-1,-11,0.74,40.29,174.64,218,NA,NA
22-05-2023,14:09:30.381,304294.72,6031000.66,NA,0,1,-2,0.73,40.31,174.55,218,NA,NA
22-05-2023,14:09:30.062,304294.7,6031000.79,NA,0,1,8,0.73,40.31,174.43,218,NA,NA
22-05-2023,14:09:29.847,304294.68,6031000.87,NA,0,1,8,0.73,40.31,174.37,218,NA,NA
22-05-2023,14:09:29.634,304294.67,6031000.96,NA,3,0,-5,0.73,40.32,174.32,218,NA,NA
22-05-2023,14:09:29.314,304294.65,6031001.09,NA,-1,-1,-9,0.73,40.31,174.31,218,NA,NA
22-05-2023,14:09:29.101,304294.64,6031001.18,NA,-12,0,-7,0.73,40.31,174.33,218,NA,NA
22-05-2023,14:09:28.885,304294.63,6031001.27,NA,-1,-1,-2,0.74,40.32,174.36,218,NA,NA
22-05-2023,14:09:28.563,304294.62,6031001.4,NA,-1,1,-8,0.74,40.33,174.42,218,NA,NA
22-05-2023,14:09:28.348,304294.61,6031001.49,NA,-1,2,-5,0.74,40.33,174.47,218,NA,NA
22-05-2023,14:09:28.134,304294.61,6031001.58,NA,0,1,-3,0.74,40.32,174.57,218,NA,NA
22-05-2023,14:09:27.813,304294.6,6031001.72,NA,-6,1,-2,0.74,40.31,174.67,218,NA,NA
22-05-2023,14:09:27.597,304294.59,6031001.81,NA,-1,1,-1,0.74,40.31,174.73,218,NA,NA
22-05-2023,14:09:27.383,304294.58,6031001.91,NA,6,-1,2,0.75,40.29,174.76,218,NA,NA
22-05-2023,14:09:27.061,304294.57,6031002.05,NA,8,-1,-5,0.75,40.3,174.77,218,NA,NA
22-05-2023,14:09:26.846,304294.56,6031002.14,NA,8,-1,-5,0.75,40.3,174.77,218,NA,NA
22-05-2023,14:09:26.634,304294.55,6031002.23,NA,4,3,-14,0.75,40.27,174.76,218,NA,NA
22-05-2023,14:09:26.313,304294.53,6031002.37,NA,4,0,-10,0.74,40.29,174.75,218,NA,NA
22-05-2023,14:09:26.103,304294.52,6031002.46,NA,-11,2,-4,0.75,40.28,174.72,218,NA,NA
22-05-2023,14:09:25.889,304294.51,6031002.54,NA,-3,-1,-4,0.74,40.29,174.68,218,NA,NA
22-05-2023,14:09:25.570,304294.49,6031002.67,NA,-6,0,-5,0.74,40.29,174.63,218,NA,NA
22-05-2023,14:09:25.356,304294.48,6031002.76,NA,2,0,-10,0.74,40.29,174.6,218,NA,NA
22-05-2023,14:09:25.143,304294.47,6031002.84,NA,7,-3,-4,0.74,40.29,174.56,218,NA,NA
22-05-2023,14:09:24.823,304294.45,6031002.97,NA,-4,2,-7,0.75,40.26,174.53,218,NA,NA
22-05-2023,14:09:24.609,304294.45,6031003.05,NA,-4,3,-6,0.76,40.25,174.54,218,NA,NA
22-05-2023,14:09:24.396,304294.44,6031003.14,NA,-4,3,-6,0.76,40.26,174.55,218,NA,NA
22-05-2023,14:09:24.077,304294.43,6031003.26,NA,-5,2,-8,0.76,40.25,174.58,218,NA,NA
22-05-2023,14:09:23.863,304294.42,6031003.35,NA,-4,0,-11,0.76,40.25,174.61,218,NA,NA
22-05-2023,14:09:23.649,304294.42,6031003.43,NA,-5,-1,-6,0.76,40.27,174.65,218,NA,NA
22-05-2023,14:09:23.328,304294.41,6031003.56,NA,0,0,-8,0.76,40.25,174.7,218,NA,NA
22-05-2023,14:09:23.113,304294.41,6031003.65,NA,-1,2,-10,0.76,40.26,174.72,218,NA,NA
22-05-2023,14:09:22.900,304294.4,6031003.74,NA,-1,0,-10,0.75,40.25,174.73,218,NA,NA
22-05-2023,14:09:22.579,304294.39,6031003.87,NA,-1,3,-9,0.74,40.25,174.74,218,NA,NA
22-05-2023,14:09:22.364,304294.39,6031003.96,NA,5,3,-12,0.75,40.25,174.73,218,NA,NA
22-05-2023,14:09:22.149,304294.38,6031004.04,NA,-3,-3,-10,0.75,40.26,174.73,218,NA,NA
22-05-2023,14:09:21.828,304294.37,6031004.17,NA,-3,-3,-10,0.75,40.25,174.75,218,NA,NA
22-05-2023,14:09:21.614,304294.36,6031004.25,NA,0,1,-13,0.75,40.25,174.77,218,NA,NA
22-05-2023,14:09:21.404,304294.36,6031004.33,NA,2,3,-10,0.75,40.27,174.8,218,NA,NA
22-05-2023,14:09:21.081,304294.35,6031004.46,NA,1,3,-13,0.75,40.25,174.84,218,NA,NA
22-05-2023,14:09:20.867,304294.34,6031004.55,NA,0,2,-7,0.75,40.25,174.86,218,NA,NA
22-05-2023,14:09:20.653,304294.33,6031004.63,NA,-1,0,-10,0.75,40.27,174.86,218,NA,NA
22-05-2023,14:09:20.333,304294.32,6031004.76,NA,-2,0,-1,0.75,40.27,174.84,218,NA,NA
22-05-2023,14:09:20.119,304294.31,6031004.85,NA,-3,0,-8,0.75,40.27,174.84,218,NA,NA
22-05-2023,14:09:19.904,304294.3,6031004.93,NA,-2,3,-7,0.74,40.28,174.82,218,NA,NA
22-05-2023,14:09:19.584,304294.28,6031005.06,NA,-2,-3,-10,0.74,40.31,174.79,218,NA,NA
22-05-2023,14:09:19.368,304294.27,6031005.15,NA,1,0,-10,0.75,40.3,174.76,218,NA,NA
22-05-2023,14:09:19.154,304294.25,6031005.23,NA,-2,-4,-10,0.73,40.3,174.72,218,NA,NA
22-05-2023,14:09:18.836,304294.23,6031005.36,NA,-2,-4,-10,0.73,40.3,174.64,218,NA,NA
22-05-2023,14:09:18.622,304294.22,6031005.44,NA,0,0,-11,0.74,40.3,174.61,218,NA,NA
22-05-2023,14:09:18.407,304294.21,6031005.53,NA,-1,-1,-10,0.73,40.32,174.59,218,NA,NA
22-05-2023,14:09:18.086,304294.19,6031005.65,NA,-1,1,-10,0.74,40.3,174.56,218,NA,NA
22-05-2023,14:09:17.871,304294.18,6031005.74,NA,0,0,-8,0.74,40.31,174.55,218,NA,NA
22-05-2023,14:09:17.655,304294.17,6031005.83,NA,-2,-1,-10,0.74,40.31,174.54,218,NA,NA
22-05-2023,14:09:17.334,304294.16,6031005.95,NA,-1,-1,-6,0.76,40.32,174.49,218,NA,NA
22-05-2023,14:09:17.121,304294.15,6031006.03,NA,1,-3,-6,0.74,40.31,174.46,218,NA,NA
22-05-2023,14:09:16.907,304294.14,6031006.12,NA,-1,-2,-8,0.74,40.3,174.44,218,NA,NA
22-05-2023,14:09:16.587,304294.12,6031006.25,NA,-2,1,-5,0.74,40.31,174.41,218,NA,NA
22-05-2023,14:09:16.375,304294.11,6031006.33,NA,-2,1,-5,0.74,40.32,174.38,218,NA,NA
22-05-2023,14:09:16.160,304294.1,6031006.42,NA,-1,6,-5,0.75,40.32,174.36,218,NA,NA
22-05-2023,14:09:15.841,304294.09,6031006.54,NA,0,1,-4,0.74,40.33,174.32,218,NA,NA
22-05-2023,14:09:15.626,304294.08,6031006.63,NA,0,3,-2,0.74,40.32,174.3,218,NA,NA
22-05-2023,14:09:15.415,304294.07,6031006.71,NA,1,3,3,0.74,40.32,174.29,218,NA,NA
22-05-2023,14:09:15.093,304294.06,6031006.84,NA,1,5,10,0.75,40.31,174.28,218,NA,NA
22-05-2023,14:09:14.880,304294.06,6031006.93,NA,0,5,14,0.75,40.31,174.28,218,NA,NA
22-05-2023,14:09:14.561,304294.05,6031007.06,NA,0,5,20,0.75,40.33,174.29,218,NA,NA
22-05-2023,14:09:14.346,304294.04,6031007.15,NA,-1,0,27,0.75,40.32,174.29,218,NA,NA
22-05-2023,14:09:14.133,304294.04,6031007.24,NA,-2,15,36,0.75,40.31,174.3,218,NA,NA
22-05-2023,14:09:13.813,304294.03,6031007.37,NA,-2,15,36,0.76,40.32,174.32,218,NA,NA
22-05-2023,14:09:13.598,304294.02,6031007.46,NA,-3,18,31,0.76,40.32,174.34,218,NA,NA
22-05-2023,14:09:13.386,304294.01,6031007.55,NA,1,19,47,0.76,40.32,174.37,218,NA,NA
22-05-2023,14:09:13.064,304294,6031007.68,NA,-1,21,53,0.78,40.32,174.41,218,NA,NA
22-05-2023,14:09:12.852,304294,6031007.77,NA,0,20,45,0.79,40.31,174.45,218,NA,NA
22-05-2023,14:09:12.639,304293.99,6031007.86,NA,0,16,32,0.78,40.32,174.52,218,NA,NA
22-05-2023,14:09:12.318,304293.98,6031007.99,NA,-2,16,41,0.79,40.3,174.6,218,NA,NA
22-05-2023,14:09:12.103,304293.97,6031008.08,NA,2,13,33,0.79,40.32,174.64,218,NA,NA
22-05-2023,14:09:11.889,304293.96,6031008.17,NA,-2,10,27,0.78,40.32,174.69,218,NA,NA
22-05-2023,14:09:11.566,304293.95,6031008.31,NA,-1,8,9,0.78,40.31,174.75,218,NA,NA
22-05-2023,14:09:11.353,304293.94,6031008.4,NA,-2,5,2,0.8,40.31,174.77,218,NA,NA
22-05-2023,14:09:11.139,304293.93,6031008.48,NA,-1,5,-7,0.77,40.33,174.75,218,NA,NA
22-05-2023,14:09:10.818,304293.92,6031008.62,NA,-1,5,-7,0.76,40.33,174.7,218,NA,NA
22-05-2023,14:09:10.606,304293.91,6031008.7,NA,-1,3,-10,0.76,40.33,174.68,218,NA,NA
22-05-2023,14:09:10.391,304293.9,6031008.79,NA,-1,1,-7,0.75,40.33,174.67,218,NA,NA
22-05-2023,14:09:10.068,304293.88,6031008.92,NA,-1,1,-7,0.74,40.33,174.67,218,NA,NA
22-05-2023,14:09:09.855,304293.88,6031009.01,NA,-1,1,-7,0.74,40.34,174.69,218,NA,NA
22-05-2023,14:09:09.640,304293.87,6031009.1,NA,-2,3,-11,0.74,40.33,174.7,218,NA,NA
22-05-2023,14:09:09.319,304293.86,6031009.22,NA,-2,2,-17,0.74,40.32,174.73,218,NA,NA
22-05-2023,14:09:09.105,304293.85,6031009.31,NA,-3,0,-12,0.74,40.34,174.75,218,NA,NA
22-05-2023,14:09:08.891,304293.85,6031009.4,NA,0,0,-6,0.74,40.34,174.77,218,NA,NA
22-05-2023,14:09:08.571,304293.84,6031009.52,NA,7,2,-22,0.75,40.34,174.8,218,NA,NA
22-05-2023,14:09:08.358,304293.83,6031009.61,NA,7,2,-22,0.75,40.35,174.8,218,NA,NA
22-05-2023,14:09:08.144,304293.82,6031009.69,NA,-4,0,-13,0.75,40.33,174.77,218,NA,NA
22-05-2023,14:09:07.824,304293.81,6031009.82,NA,-12,-1,-8,0.76,40.33,174.67,218,NA,NA
22-05-2023,14:09:07.608,304293.8,6031009.91,NA,3,0,-2,0.76,40.32,174.63,218,NA,NA
22-05-2023,14:09:07.395,304293.79,6031009.99,NA,-1,-2,-4,0.77,40.32,174.61,218,NA,NA
22-05-2023,14:09:07.074,304293.78,6031010.12,NA,-4,-1,-2,0.78,40.3,174.6,218,NA,NA
22-05-2023,14:09:06.860,304293.77,6031010.21,NA,-8,0,-1,0.78,40.3,174.59,218,NA,NA
22-05-2023,14:09:06.647,304293.76,6031010.29,NA,-2,1,-3,0.78,40.32,174.56,218,NA,NA
22-05-2023,14:09:06.326,304293.75,6031010.42,NA,7,-1,-8,0.78,40.31,174.53,218,NA,NA
22-05-2023,14:09:06.111,304293.74,6031010.51,NA,-13,5,-7,0.78,40.32,174.52,218,NA,NA
22-05-2023,14:09:05.896,304293.73,6031010.6,NA,5,8,-6,0.78,40.32,174.52,218,NA,NA
22-05-2023,14:09:05.574,304293.72,6031010.74,NA,-8,9,-7,0.77,40.33,174.55,218,NA,NA
22-05-2023,14:09:05.360,304293.71,6031010.82,NA,-8,9,-7,0.77,40.33,174.58,218,NA,NA
22-05-2023,14:09:05.147,304293.7,6031010.91,NA,3,8,-7,0.78,40.31,174.6,218,NA,NA
22-05-2023,14:09:04.829,304293.69,6031011.04,NA,-2,7,-6,0.78,40.33,174.66,218,NA,NA
22-05-2023,14:09:04.616,304293.68,6031011.12,NA,-7,-5,-5,0.78,40.34,174.7,218,NA,NA
22-05-2023,14:09:04.401,304293.67,6031011.21,NA,0,-5,-5,0.77,40.35,174.76,218,NA,NA
22-05-2023,14:09:04.083,304293.66,6031011.34,NA,0,-6,-5,0.77,40.34,174.86,218,NA,NA
22-05-2023,14:09:03.869,304293.66,6031011.43,NA,-3,-1,-7,0.77,40.33,174.93,218,NA,NA
22-05-2023,14:09:03.654,304293.65,6031011.52,NA,-3,-2,-9,0.77,40.34,174.98,218,NA,NA
22-05-2023,14:09:03.334,304293.64,6031011.65,NA,-2,12,-9,0.77,40.34,175.05,218,NA,NA
22-05-2023,14:09:03.118,304293.63,6031011.74,NA,-3,0,-10,0.76,40.34,175.07,218,NA,NA
22-05-2023,14:09:02.903,304293.62,6031011.82,NA,-3,0,-10,0.76,40.33,175.08,218,NA,NA
22-05-2023,14:09:02.583,304293.6,6031011.95,NA,-2,2,-8,0.77,40.33,175.09,218,NA,NA
22-05-2023,14:09:02.370,304293.59,6031012.04,NA,-1,2,-9,0.77,40.32,175.09,218,NA,NA
22-05-2023,14:09:02.156,304293.58,6031012.12,NA,1,1,-9,0.77,40.32,175.08,218,NA,NA
22-05-2023,14:09:01.837,304293.56,6031012.25,NA,-1,4,-9,0.78,40.31,175.01,218,NA,NA
22-05-2023,14:09:01.624,304293.55,6031012.33,NA,-2,-2,-9,0.76,40.32,174.96,218,NA,NA
22-05-2023,14:09:01.411,304293.53,6031012.42,NA,0,-11,-7,0.76,40.31,174.92,218,NA,NA
22-05-2023,14:09:01.088,304293.51,6031012.55,NA,-3,-1,-4,0.77,40.3,174.84,218,NA,NA
22-05-2023,14:09:00.874,304293.5,6031012.63,NA,-2,-3,-4,0.77,40.29,174.78,218,NA,NA
22-05-2023,14:09:00.659,304293.49,6031012.72,NA,-2,-1,-1,0.77,40.29,174.71,218,NA,NA
22-05-2023,14:09:00.337,304293.47,6031012.85,NA,-2,-1,-10,0.77,40.28,174.61,218,NA,NA
22-05-2023,14:09:00.123,304293.45,6031012.93,NA,-4,0,-16,0.79,40.29,174.58,218,NA,NA
22-05-2023,14:08:59.911,304293.44,6031013.02,NA,-4,0,-16,0.77,40.28,174.58,218,NA,NA
22-05-2023,14:08:59.590,304293.43,6031013.15,NA,-1,1,-12,0.77,40.31,174.57,218,NA,NA
22-05-2023,14:08:59.377,304293.41,6031013.23,NA,-2,-1,-15,0.77,40.3,174.57,218,NA,NA
22-05-2023,14:08:59.163,304293.4,6031013.32,NA,1,-1,-3,0.76,40.3,174.56,218,NA,NA
22-05-2023,14:08:58.842,304293.39,6031013.44,NA,-1,-4,-10,0.76,40.28,174.53,218,NA,NA
22-05-2023,14:08:58.627,304293.38,6031013.53,NA,0,5,-7,0.75,40.3,174.47,218,NA,NA
22-05-2023,14:08:58.308,304293.36,6031013.65,NA,-3,0,-8,0.75,40.32,174.42,218,NA,NA
22-05-2023,14:08:58.096,304293.35,6031013.74,NA,-1,-2,-9,0.75,40.32,174.39,218,NA,NA
22-05-2023,14:08:57.884,304293.34,6031013.82,NA,0,-2,-8,0.75,40.31,174.35,218,NA,NA
22-05-2023,14:08:57.563,304293.32,6031013.95,NA,-4,0,-14,0.75,40.32,174.3,218,NA,NA
22-05-2023,14:08:57.349,304293.32,6031014.03,NA,-4,0,-14,0.75,40.32,174.29,218,NA,NA
22-05-2023,14:08:57.133,304293.31,6031014.12,NA,-4,1,-7,0.75,40.31,174.3,218,NA,NA
22-05-2023,14:08:56.812,304293.3,6031014.25,NA,1,-1,-8,0.75,40.32,174.3,218,NA,NA
22-05-2023,14:08:56.597,304293.3,6031014.33,NA,-2,-2,-8,0.75,40.33,174.31,218,NA,NA
22-05-2023,14:08:56.385,304293.29,6031014.42,NA,-2,0,-8,0.75,40.35,174.32,218,NA,NA
22-05-2023,14:08:56.064,304293.28,6031014.55,NA,-2,2,-8,0.76,40.33,174.33,218,NA,NA
22-05-2023,14:08:55.849,304293.27,6031014.63,NA,-3,0,-5,0.76,40.32,174.34,218,NA,NA
22-05-2023,14:08:55.635,304293.27,6031014.72,NA,0,3,-5,0.77,40.31,174.36,218,NA,NA
22-05-2023,14:08:55.316,304293.26,6031014.85,NA,-3,1,-9,0.77,40.34,174.39,218,NA,NA
22-05-2023,14:08:55.102,304293.25,6031014.94,NA,0,2,-14,0.77,40.33,174.41,218,NA,NA
22-05-2023,14:08:54.888,304293.25,6031015.03,NA,-5,1,0,0.77,40.33,174.42,218,NA,NA
22-05-2023,14:08:54.566,304293.24,6031015.16,NA,2,2,-15,0.77,40.33,174.46,218,NA,NA
22-05-2023,14:08:54.351,304293.23,6031015.25,NA,2,2,-15,0.77,40.35,174.5,218,NA,NA
22-05-2023,14:08:54.137,304293.23,6031015.33,NA,9,-2,-20,0.76,40.35,174.56,218,NA,NA
22-05-2023,14:08:53.817,304293.22,6031015.46,NA,5,1,-8,0.76,40.34,174.62,218,NA,NA
22-05-2023,14:08:53.603,304293.21,6031015.54,NA,-2,-1,-8,0.76,40.34,174.65,218,NA,NA
22-05-2023,14:08:53.389,304293.21,6031015.63,NA,-3,2,-14,0.76,40.35,174.67,218,NA,NA
22-05-2023,14:08:53.067,304293.2,6031015.76,NA,6,0,-9,0.76,40.36,174.68,218,NA,NA
22-05-2023,14:08:52.853,304293.19,6031015.84,NA,0,0,-11,0.77,40.34,174.68,218,NA,NA
22-05-2023,14:08:52.639,304293.19,6031015.92,NA,6,0,-12,0.76,40.34,174.7,218,NA,NA
