XR,YR,TSS
304302.5134163158,6031002.528755541,-3
304302.50340275874,6031002.658920792,-3
304302.50340275874,6031002.748920792,-1
304302.4934095445,6031002.838838167,-1
304302.4834163158,6031002.96875554,0
304302.4734163158,6031003.05875554,0
304302.4634095445,6031003.158838167,0
304302.4533410381,6031003.289664363,2
304302.4532781495,6031003.380407835,0
304302.4532212682,6031003.471068617,0
304302.45314155007,6031003.62197706,1
304302.45305259584,6031003.712967913,1
304302.4529997476,6031003.803545823,2
304302.4429075081,6031003.934536375,-1
304302.4428369671,6031004.035279162,0
304302.44275721995,6031004.126104348,-2
304302.45261004614,6031004.267589329,0
304302.4525093388,6031004.358579056,0
304302.45238054,6031004.449815915,-1
304302.4422662955,6031004.590887584,0
304302.44217676064,6031004.681711765,0
304302.4520949495,6031004.782453395,0
304302.4420119735,6031004.913194896,0
304302.4419653725,6031005.003606783,-2
304302.4319747215,6031005.143524408,0
304302.4220212506,6031005.223112512,1
304302.4120857875,6031005.31253579,0
304302.3921857789,6031005.451629355,0
304302.37225740677,6031005.530970009,0
304302.3523368876,6031005.620228126,-1
304302.3324582079,6031005.749073841,-1
304302.30260173307,6031005.827671815,-3
304302.2826923854,6031005.916764397,1
304302.2528448627,6031006.045196636,-2
304302.2429461934,6031006.124123669,-2
304302.2230375684,6031006.203133037,-3
304302.1831707403,6031006.331646735,6
304302.1732922257,6031006.410242628,4
304302.1533617414,6031006.489416516,11
304302.1234699673,6031006.608094489,10
304302.10352269566,6031006.687433364,10
304302.0835551821,6031006.777020123,6
304302.0635936899,6031006.8965241965,2
304302.0536253829,6031006.976110895,0
304302.03365671524,6031007.055697564,-9
304302.01371829776,6031007.184870824,-1
304301.993748548,6031007.264457414,-7
304301.9737784373,6031007.344043976,-2
304301.96380796586,6031007.473630514,-4
304301.95381967624,6031007.553465121,-2
304301.94381967623,6031007.643465122,-12
304301.9338079659,6031007.773630514,-12
304301.92379619775,6031007.863795903,-6
304301.9137843719,6031007.943961286,-2
304301.913760547,6031008.084292041,-3
304301.90374854795,6031008.164457413,-9
304301.89373649115,6031008.254622781,-7
304301.8936938379,6031008.385201532,4
304301.8836567152,6031008.485697565,1
304301.88361274893,6031008.5762762185,-2
304301.8835422308,6031008.707185422,1
304301.8834832359,6031008.797929214,1
304301.8833617414,6031008.939416517,-2
304301.8832992421,6031009.030160023,-2
304301.8732427069,6031009.130820833,-1
304301.8731707403,6031009.271646735,-2
304301.8631415501,6031009.36197706,0
304301.8631121293,6031009.452307366,-1
304301.85303003306,6031009.593215597,-1
304301.85296923167,6031009.683876028,-1
304301.85290750815,6031009.774536376,-1
304301.84284486267,6031009.915196636,1
304301.8428131942,6031010.005526733,1
304301.8327892917,6031010.09577429,-1
304301.83274916606,6031010.226186859,-2
304301.822733015,6031010.316351877,-1
304301.8227168063,6031010.40651689,1
304301.8127005401,6031010.546681896,-1
304301.8026923854,6031010.636764397,-2
304301.8026923854,6031010.716764397,-2
304301.792733015,6031010.846351877,0
304301.7827652595,6031010.936021836,-1
304301.7727972736,6031011.025691773,-2
304301.7628211329,6031011.14544421,-2
304301.7628131942,6031011.235526733,-2
304301.7527972736,6031011.315691772,-2
304301.75274109776,6031011.436269369,-1
304301.7426760327,6031011.516929395,1
304301.7426348991,6031011.597341864,-3
304301.7325683367,6031011.718001741,-2
304301.72252626735,6031011.798414117,-2
304301.722500853,6031011.8786615245,-2
304301.71249235276,6031011.99874399,-2
304301.7025262673,6031012.078414117,-2
304301.6925683367,6031012.158001741,-3
304301.6826348991,6031012.277341865,5
304301.67268421623,6031012.366846897,4
304301.662733015,6031012.446351877,9
304301.6427892917,6031012.56577429,11
304301.6328290572,6031012.655361687,3
304301.6228369672,6031012.735279162,1
304301.60285274376,6031012.865114108,-3
304301.59285274375,6031012.945114108,6
304301.58284486266,6031013.035196636,6
304301.56282113295,6031013.17544421,8
304301.56280524115,6031013.265609253,-1
304301.55277328467,6031013.355939322,-7
304301.5327491661,6031013.49618686,5
304301.52275721997,6031013.596104348,-6
304301.51275721996,6031013.686104348,2
304301.49271680636,6031013.82651689,4
304301.48268421623,6031013.926846896,0
304301.47261004616,6031014.067589329,-2
304301.45261004614,6031014.167589329,1
304301.4326183449,6031014.257506843,0
304301.41265962244,6031014.397094387,0
304301.3926760327,6031014.496929395,0
304301.37268421624,6031014.586846896,0
304301.3427086804,6031014.716599394,1
304301.3227168063,6031014.8065168895,-1
304301.3027491661,6031014.896186859,0
304301.27283696714,6031015.035279162,0
304301.25290750817,6031015.1245363755,2
304301.23298451846,6031015.213710929,2
304301.2031634643,6031015.341729318,1
304301.1832498242,6031015.420738236,1
304301.16333410813,6031015.509746975,1
304301.1334432569,6031015.638425024,0
304301.1135096001,6031015.717598652,0
304301.1035551821,6031015.807020122,1
304301.0836316782,6031015.936028231,0
304301.0736629384,6031016.015614896,-1
304301.05369383795,6031016.105201533,-1
304301.0437182978,6031016.234870824,1
304301.0337304411,6031016.314705463,0
304301.02373649116,6031016.404622781,-3
304301.01374854794,6031016.524457414,-2
304301.00377248833,6031016.614126666,-1
304301.0037784373,6031016.694043976,-1
304300.99378437194,6031016.823961286,2
304300.9837784373,6031016.904043976,0
304300.9837545547,6031017.034374728,0
304300.9837182978,6031017.114870824,0
304300.98365047766,6031017.205780232,-1
304300.9835616362,6031017.3269374715,-3
304300.98349644686,6031017.407763936,-1
304300.9834298152,6031017.498590285,-2
304300.99333410815,6031017.619746976,0
304300.9932640157,6031017.710573038,0
304300.99319248163,6031017.791398978,-8
304301.0030675657,6031017.922802784,-15
304301.00300734065,6031018.013463269,-7
304301.0029615667,6031018.093958577,-1
304301.01289193315,6031018.224701448,-1
304301.01284486265,6031018.315196635,-1
304301.0127892917,6031018.39577429,2
304301.0126513957,6031018.527176881,0
304301.01259340555,6031018.617754298,4
304301.0025262674,6031018.708414117,1
304301.0024496357,6031018.839156299,1
304300.9923892274,6031018.929733468,1
304300.9823368876,6031019.020228125,0
304300.9722662955,6031019.150887583,0
304300.9622840298,6031019.240722729,2
304300.94234564685,6031019.330145687,1
304300.92244104913,6031019.469238756,0
304300.90249235276,6031019.55874399,1
304300.8925515521,6031019.648166696,2
304300.86271680635,6031019.77651689,-4
304300.8428131942,6031019.865526733,0
304300.82289972785,6031019.964618913,0
304300.79303003306,6031020.093215597,0
304300.76311950607,6031020.182224791,-3
304300.7431996999,6031020.27131639,0
304300.7033548547,6031020.399499133,-5
304300.6834298152,6031020.488590285,5
304300.6634898486,6031020.5778465755,4
304300.64354871365,6031020.707102773,2
304300.623587308,6031020.796606854,-1
304300.6036379591,6031020.915945565,-2
304300.5836999745,6031021.005118857,-2
304300.57373649115,6031021.094622781,-3
304300.55379029206,6031021.213878594,-1
304300.53380796587,6031021.303630513,1
304300.5238255098,6031021.383382424,-5
304300.51384292386,6031021.513134326,-3
304300.50382550986,6031021.603382424,-5
304300.5038079659,6031021.683630514,-1
304300.4937784373,6031021.814043976,-6
304300.4837545547,6031021.904374728,-6
304300.4837364912,6031021.994622781,-9
304300.4737060967,6031022.11503618,2
304300.4736876869,6031022.205284207,2
304300.46365671523,6031022.2856975645,-1
304300.4536316782,6031022.41602823,0
304300.4536000573,6031022.496441538,20
304300.4535680757,6031022.5768548185,-2
304300.4435226956,6031022.707433363,-8
304300.4434898486,6031022.7878465755,-13
304300.4434365432,6031022.878507655,-10
304300.4433754715,6031022.99925128,-14
304300.4433341081,6031023.089746975,-15
304300.4432851948,6031023.180325232,-15
304300.45321409317,6031023.311151208,-16
304300.44317074027,6031023.391646734,-16
304300.4430973323,6031023.48247251,-17
304300.4430224833,6031023.613298155,-16
304300.44296923163,6031023.703876029,-23
304300.432915274,6031023.794453837,-19
304300.4328369672,6031023.935279162,-22
304300.42277328466,6031024.025939323,-13
304300.42271680635,6031024.12651689,-13
304300.4126760327,6031024.266929395,-13
304300.4026760327,6031024.356929394,-18
304300.3926842162,6031024.456846897,-25
304300.38270868035,6031024.5965993935,-21
304300.36273301503,6031024.686351877,-29
304300.35277328466,6031024.785939323,-32
304300.34284486267,6031024.925196636,-13
304300.32286061044,6031025.015031579,-10
304300.3128841241,6031025.114783984,-2
304300.292915274,6031025.254453837,-7
304300.282915274,6031025.344453837,-7
304300.2629075081,6031025.434536375,13
304300.2528606105,6031025.565031579,22
304300.2428448627,6031025.655196636,21
304300.23282905726,6031025.785361687,3
304300.22284486267,6031025.865196636,6
304300.21289193316,6031025.954701449,17
304300.1930073406,6031026.083463269,7
304300.1831195061,6031026.162224791,-10
304300.1731707403,6031026.251646735,-14
304300.1532140932,6031026.371151209,-14
304300.1432212682,6031026.451068617,-28
304300.1432140932,6031026.531151209,-14
304300.1331924816,6031026.651398978,-25
304300.12317800184,6031026.731564151,26
304300.11316346435,6031026.8117293175,-2
304300.1031707403,6031026.9316467345,-17
304300.0931780018,6031027.01156415,-29
304300.0832069037,6031027.0912338,-33
304300.07324982417,6031027.200738236,-30
304300.06328519486,6031027.280325233,-30
304300.053320205,6031027.359912198,-40
304300.0533410381,6031027.469664362,-31
304300.04334795364,6031027.549581748,-11
304300.04334795364,6031027.6295817485,2
304300.0334095445,6031027.738838167,8
304300.02345664095,6031027.818259759,-20
304300.0134832359,6031027.907929215,7
304300.00334103813,6031028.039664363,-30
304300.00323557504,6031028.140903429,-12
304299.9931121293,6031028.232307366,-12
304299.9829538872,6031028.374041124,-3
304299.97290750814,6031028.474536375,8
304299.96291527397,6031028.5644538365,-8
304299.9429845184,6031028.713710929,-3
304299.92304508935,6031028.813050475,-1
304299.91309733235,6031028.91247251,-1
304299.8831707403,6031029.051646735,3
304299.87317800184,6031029.151564151,-5
304299.86314886925,6031029.251894481,-2
304299.85303003306,6031029.403215597,-3
304299.8529538872,6031029.494041124,-1
304299.8428684627,6031029.594949048,-1
304299.83275721996,6031029.736104349,-5
304299.82269238535,6031029.836764397,-3
304299.81264315464,6031029.937259373,-2
304299.79261004616,6031030.077589329,1
304299.78262662917,6031030.1774243545,-2
304299.7626513957,6031030.2671768805,-2
304299.74271680636,6031030.41651689,0
304299.7227652595,6031030.506021836,-3
304299.7128211329,6031030.59544421,-5
304299.6829384852,6031030.734206214,0
304299.6630073406,6031030.8234632695,4
304299.64309733233,6031030.95247251,4
304299.623156174,6031031.0418119,5
304299.6032212682,6031031.121068617,-3
304299.573320205,6031031.239912198,-3
304299.56342307274,6031031.328672913,1
304299.5434898486,6031031.407846576,-3
304299.52357450087,6031031.526772165,-4
304299.51362538285,6031031.606110895,-1
304299.51366914716,6031031.675532225,0
304299.5037122045,6031031.794953503,0
304299.4937122045,6031031.874953503,0
304299.49369997456,6031031.955118857,-1
304299.4936442256,6031032.0658629,-1
304299.503587308,6031032.146606854,0
304299.5035161551,6031032.217516008,-2
304299.5134095445,6031032.328838167,-3
304299.51332716376,6031032.399829588,-3
304299.5232140932,6031032.4711512085,-6
304299.5231195061,6031032.572224791,-4
304299.52307502896,6031032.642720217,-4
304299.5230450893,6031032.723050475,-4
304299.52302248334,6031032.833298155,-1
304299.53301491914,6031032.903380713,-8
304299.53301491914,6031032.9833807135,4
304299.52303003304,6031033.093215597,-3
304299.5230375684,6031033.173133037,-8
304299.5230375684,6031033.253133037,-6
304299.52303003304,6031033.383215597,3
304299.5130149191,6031033.463380713,-2
304299.51296923164,6031033.543876029,-4
304299.5129075081,6031033.684536375,1
304299.50286846276,6031033.764949048,1
304299.50282113295,6031033.85544421,-2
304299.49274109775,6031033.9962693695,-5
304299.48268421623,6031034.096846896,-1
304299.47254313825,6031034.2382491715,1
304299.4624753091,6031034.338908918,0
304299.4524238327,6031034.439403666,2
304299.4323892274,6031034.599733468,-3
304299.412415203,6031034.69948612,-4
304299.39246676565,6031034.79899138,-2
304299.35260173306,6031034.957671815,0
304299.3326596224,6031035.057094387,0
304299.3127005401,6031035.156681896,3
304299.27272491786,6031035.316434383,0
304299.2627168063,6031035.41651689,1
304299.2427005401,6031035.516681896,-3
304299.21270868037,6031035.676599394,1
304299.19274916605,6031035.77618686,-3
304299.17280524113,6031035.8756092535,-2
304299.14289193315,6031036.014701448,-13
304299.1229538872,6031036.1140411245,-6
304299.10302248335,6031036.203298155,-6
304299.07311950607,6031036.342224791,-16
304299.06322126824,6031036.431068617,-12
304299.0432922257,6031036.520242629,-4
304299.02338231495,6031036.64916866,-6
304299.01343654323,6031036.738507655,-2
304299.00347660884,6031036.818011853,2
304298.98352269566,6031036.937433364,-1
304298.97354871366,6031037.027102773,3
304298.9636000573,6031037.096441538,3
304298.9536379591,6031037.215945565,-1
304298.9536379591,6031037.295945565,5
304298.94362538285,6031037.376110895,8
304298.9436000573,6031037.496441538,0
304298.94356163614,6031037.5769374715,3
304298.9434898486,6031037.657846576,-7
304298.9534095445,6031037.768838167,-3
304298.9533548547,6031037.839499133,6
304298.9632922257,6031037.950242628,-3
304298.96325692715,6031038.030655638,2
304298.9632140932,6031038.101151208,2
304298.97316346434,6031038.211729318,-7
304298.9731415501,6031038.28197706,-4
304298.9731195061,6031038.362224791,-3
304298.973104738,6031038.482389939,-11
304298.9630899123,6031038.56255508,-3
304298.96307502897,6031038.642720217,-13
304298.9530224833,6031038.763298155,-4
304298.95294619334,6031038.854123669,0
304298.95289193315,6031038.934701448,-1
304298.9528052411,6031039.065609253,-2
304298.9527410977,6031039.15626937,-2
304298.94269238535,6031039.246764397,-2
304298.93265139573,6031039.377176881,3
304298.9226348991,6031039.4673418645,3
304298.9026348991,6031039.607341864,0
304298.8926431546,6031039.697259374,2
304298.87265962246,6031039.787094387,-2
304298.8427005401,6031039.926681896,-2
304298.8227410977,6031040.02626937,-1
304298.80282113294,6031040.12544421,0
304298.7828841241,6031040.214783983,0
304298.74301491916,6031040.363380713,0
304298.7231195061,6031040.452224791,1
304298.6832781495,6031040.600407835,1
304298.6633686137,6031040.699333899,0
304298.6434766088,6031040.788011853,4
304298.6235161551,6031040.927516008,1
304298.6035292218,6031041.027350718,-1
304298.5935161551,6031041.117516008,0
304298.5834766088,6031041.258011852,0
304298.58344995615,6031041.358342392,0
304298.5734230727,6031041.448672913,-1
304298.563382315,6031041.589168659,0
304298.56335485476,6031041.679499133,1
304298.5533410381,6031041.769664363,1
304298.5533132318,6031041.899994807,1
304298.54329924216,6031041.990160023,4
304298.54327108985,6031042.070490438,1
304298.5431852489,6031042.201481565,1
304298.5431415501,6031042.28197706,4
304298.54309733235,6031042.36247251,4
304298.54305259587,6031042.492967913,-2
304298.53302248335,6031042.573298155,-2
304298.5330073406,6031042.65346327,0
304298.5329997476,6031042.773545824,-1
304298.5230073406,6031042.853463269,-1
304298.52302248334,6031042.923298155,3
304298.51305259584,6031043.042967913,-4
304298.513060088,6031043.122885349,-5
304298.5030675657,6031043.192802784,-5
304298.50304508937,6031043.313050475,-10
304298.5030149192,6031043.393380713,1
304298.5029615667,6031043.463958577,-3
304298.5128763006,6031043.5748665165,-2
304298.5128052411,6031043.655609254,-3
304305.3073157838,6030991.473153103,-3
304305.29737337085,6030991.582575645,-1
304305.2774316633,6030991.681998259,-1
304305.24749066116,6030991.831420943,2
304305.2375246909,6030991.931091082,2
304305.2175589509,6030992.040761244,-1
304305.18761945993,6030992.190184086,-2
304305.17764560826,6030992.289936754,-1
304305.1576543531,6030992.399854314,-1
304305.1376631124,6030992.549771874,-2
304305.1276806741,6030992.649607001,6
304305.10770712455,6030992.749359702,5
304305.08774259326,6030992.889029992,4
304305.0777604139,6030992.9888651455,-3
304305.0577693459,6030993.088782725,-3
304305.0477337045,6030993.2291124165,3
304305.03770712455,6030993.329359702,1
304305.0276718861,6030993.419689436,0
304305.01761945995,6030993.560184086,0
304305.00757616723,6030993.660596333,1
304305.0075503643,6030993.750843701,2
304304.9975161618,6030993.891173545,-3
304304.987499147,6030993.991338476,2
304304.9774906612,6030994.081420943,-2
304304.9674906612,6030994.221420943,-2
304304.9574906612,6030994.321420943,0
304304.9474821897,6030994.411503413,-1
304304.9374821897,6030994.561503413,-1
304304.92750764725,6030994.65125601,-2
304304.9075503643,6030994.800843701,-2
304304.887584797,6030994.890513881,0
304304.8776543531,6030994.989854313,0
304304.84772483015,6030995.129194844,-2
304304.83777829213,6030995.228700306,1
304304.8178413189,6030995.318123417,-1
304304.78792338894,6030995.457381816,0
304304.7779694867,6030995.546969871,1
304304.7580066237,6030995.636640346,-1
304304.73807216715,6030995.7760637365,1
304304.72809102316,6030995.875899006,2
304304.71810993674,6030995.975734282,3
304304.6981384149,6030996.115487208,3
304304.6881384149,6030996.215487207,-2
304304.67814793636,6030996.305404854,0
304304.6681384149,6030996.4554872075,6
304304.6581384149,6030996.545487207,-2
304304.65811941505,6030996.635651923,-2
304304.64804399083,6030996.776310844,-10
304304.6479880265,6030996.876805104,-10
304304.6479050505,6030996.967546605,-1
304304.6477159702,6030997.119277271,-2
304304.64761945995,6030997.210184085,-7
304304.6475246909,6030997.311091082,-4
304304.6474065944,6030997.452245702,-4
304304.6473321652,6030997.5429881085,-6
304304.65727508214,6030997.633565616,-10
304304.65717094275,6030997.774638314,7
304304.65714725625,6030997.8748858925,2
304304.65714725625,6030997.964885892,2
304304.6471551373,6030998.104803365,1
304304.64714725624,6030998.204885893,-1
304304.64714725624,6030998.294885892,1
304304.63717886707,6030998.43455579,-8
304304.6272107083,6030998.52422571,-6
304304.62724278,6030998.623895652,1
304304.6073157838,6030998.763153103,4
304304.59737337084,6030998.862575646,8
304304.5774400484,6030998.951915781,7
304304.5576020997,6030999.10034898,7
304304.53769829334,6030999.1894421335,-1
304304.5177962278,6030999.288535473,-7
304304.49790505046,6030999.4275466055,8
304304.47796948673,6030999.5269698715,7
304304.45801594394,6030999.626557967,0
304304.4280533686,6030999.7762284735,2
304304.40806276066,6030999.876146104,14
304304.38806276064,6031000.026146105,0
304304.36802527856,6031000.126475591,-1
304304.3579880265,6031000.236805105,-6
304304.3379233889,6031000.387381816,0
304304.3278776507,6031000.4977938,0
304304.31785038026,6031000.598041011,0
304304.2878503803,6031000.75804101,-13
304304.267859456,6031000.867958605,-3
304304.25787765067,6031000.977793801,-1
304304.2278867696,6031001.137711401,3
304304.2079142125,6031001.24746421,1
304304.1879880265,6031001.356805105,-3
304304.15810047276,6031001.525816643,-3
304304.13817658694,6031001.6251578,-6
304304.118263315,6031001.73441673,-3
304304.08836104453,6031001.893593479,-3
304304.07838076283,6031001.993428849,-1
304304.05836104456,6031002.093593479,0
304304.0383217803,6031002.243922758,2
304304.02829248295,6031002.344169737,-2
304304.01826331497,6031002.44441673,-2
304303.9982246254,6031002.584746077,-4
304303.9882149891,6031002.684828418,-2
304303.988205367,6031002.774910761,1
304303.9781861659,6031002.915075452,-1
304303.9681861659,6031003.005075452,-2
304303.9681957593,6031003.104993106,-3
304303.95817658695,6031003.2351578,-3
304303.9681384149,6031003.325487208,-1
304303.96810047276,6031003.415816642,0
304303.9680346275,6031003.546393217,0
304303.9779880265,6031003.636805105,-2
304303.9879417849,6031003.7272170335,-3
304303.9978232393,6031003.858288235,-2
304304.0077248301,6031003.939194844,-3
304304.0176368778,6031004.030019196,-2
304304.02746529,6031004.161668356,0
304304.03737337084,6031004.252575645,0
304304.05724278005,6031004.383895651,1
304304.0671709427,6031004.474638313,1
304304.0671002721,6031004.565381087,-1
304304.07701548154,6031004.706289071,-2
304304.0869624316,6031004.796866963,-1
304304.08693243435,6031004.897197217,-2
304304.07690266764,6031005.03752749,0
304304.07688787073,6031005.127692634,0
304304.0768731315,6031005.227857784,0
304304.0568511308,6031005.36810552,0
304304.0568219982,6031005.468435849,3
304304.0467787318,6031005.568931383,3
304304.0367501758,6031005.719261764,-9
304304.01675729314,6031005.819179167,-4
304304.00679309625,6031005.9187662,7
304303.976843826,6031006.0681881,1
304303.95688787074,6031006.177692634,1
304303.9369775166,6031006.276701845,3
304303.89709249185,6031006.435463625,-2
304303.8671630329,6031006.534720838,-1
304303.84722671536,6031006.634060677,1
304303.80733216525,6031006.782988109,-1
304303.7774065944,6031006.892245702,1
304303.74755895085,6031006.990761244,-1
304303.70772483014,6031007.139194844,-2
304303.6878142211,6031007.238370646,4
304303.6578959028,6031007.337629002,-3
304303.61804399086,6031007.496310844,-9
304303.5881289078,6031007.595569565,-6
304303.56821498903,6031007.694828418,2
304303.53829248296,6031007.844169737,-2
304303.51832178026,6031007.943922758,-2
304303.4983512069,6031008.043675795,1
304303.46838076285,6031008.183428849,0
304303.45839064353,6031008.283346537,7
304303.4484005386,6031008.373264226,6
304303.4284502295,6031008.5128527,8
304303.4184602108,6031008.6027704,-1
304303.40847020637,6031008.702688101,1
304303.3984402626,6031008.8429350015,2
304303.39841044805,6031008.933181917,5
304303.39837089647,6031009.033511163,5
304303.38830223435,6031009.174087409,2
304303.38826331496,6031009.26441673,-1
304303.38823427627,6031009.354663738,0
304303.3981670224,6031009.495240149,-1
304303.3981289078,6031009.585569564,1
304303.3980815879,6031009.6859813705,1
304303.4079787494,6031009.816887488,3
304303.4079142125,6031009.90746421,1
304303.4078503803,6031009.99804101,0
304303.41776934586,6031010.138782726,-4
304303.4177337045,6031010.2291124165,-15
304303.4277159702,6031010.319277272,-15
304303.41768947657,6031010.4495245665,0
304303.4176718861,6031010.539689437,-1
304303.4176631124,6031010.629771874,-2
304303.40769829333,6031010.769442134,-3
304303.3977514964,6031010.858947568,1
304303.3878142211,6031010.948370646,0
304303.3779325797,6031011.087299423,0
304303.36796948675,6031011.176969872,-1
304303.3579880265,6031011.316805105,-2
304303.3379973179,6031011.416722724,-2
304303.3279880265,6031011.516805105,2
304303.3079880265,6031011.656805105,0
304303.29797874944,6031011.766887488,0
304303.28797874943,6031011.8668874875,3
304303.2579602384,6031012.017052257,-1
304303.24794178485,6031012.127217033,0
304303.2279417849,6031012.2272170335,2
304303.1979602384,6031012.387052258,1
304303.1779880265,6031012.496805104,-1
304303.15801594395,6031012.596557967,-1
304303.1280159439,6031012.756557967,-2
304303.10800662375,6031012.866640345,2
304303.0979973179,6031012.976722725,0
304303.0679880265,6031013.136805105,2
304303.05797874945,6031013.246887487,0
304303.03795100446,6031013.347134645,0
304303.0179050505,6031013.497546605,0
304303.0078413189,6031013.608123417,1
304302.98779622786,6031013.708535473,1
304302.9777514964,6031013.868947567,1
304302.9677337045,6031013.969112416,-1
304302.95770712453,6031014.069359702,3
304302.9476456082,6031014.219936754,0
304302.9376107726,6031014.320266532,-2
304302.937584797,6031014.42051388,0
304302.9275589509,6031014.570761244,3
304302.9175417921,6031014.670926159,3
304302.9075417921,6031014.760926159,2
304302.89762816165,6031014.91010164,0
304302.8777071245,6031014.999359702,1
304302.86777829216,6031015.098700306,-1
304302.8479050505,6031015.237546605,-1
304302.8379880265,6031015.3268051045,0
304302.8380252785,6031015.416475591,0
304302.8280346275,6031015.556393217,0
304302.8180252785,6031015.6564755915,0
304302.8180346275,6031015.746393217,1
304302.80802527856,6031015.876475591,-1
304302.80801594397,6031015.966557967,-1
304302.8079973179,6031016.066722725,-1
304302.8079142125,6031016.19746421,-1
304302.80786854617,6031016.287876202,0
304302.80782323936,6031016.378288235,0
304302.8077425933,6031016.519029992,0
304302.80768067413,6031016.609607001,0
304302.81762816163,6031016.75010164,1
304302.81757616723,6031016.850596334,2
304302.80755036435,6031016.940843701,1
304302.8075246909,6031017.0910910815,0
304302.79750764725,6031017.19125601,-3
304302.7974906612,6031017.281420943,1
304302.7874316633,6031017.431998259,1
304302.78738995385,6031017.532410671,1
304302.7773239673,6031017.623070605,0
304302.77728319366,6031017.773483111,1
304302.7672750821,6031017.873565616,0
304302.7572750821,6031017.983565616,0
304302.7472994599,6031018.133318104,1
304302.72730761464,6031018.233235603,0
304302.7173239673,6031018.323070605,1
304302.6973239673,6031018.473070605,1
304302.67733216524,6031018.562988109,1
304302.6573568454,6031018.662740626,-1
304302.63738995383,6031018.822410671,4
304302.61738995387,6031018.922410671,1
304302.59738995385,6031019.022410671,0
304302.5674065944,6031019.172245702,1
304302.55741493637,6031019.27216322,0
304302.53741493635,6031019.43216322,0
304302.51741493633,6031019.5321632195,0
304302.5074065944,6031019.632245702,3
304302.47742329264,6031019.782080739,3
304302.4674316633,6031019.881998259,2
304302.4474232926,6031019.982080739,-2
304302.4274316633,6031020.131998259,0
304302.40746529,6031020.231668356,-1
304302.3875076472,6031020.33125601,-2
304302.3675589509,6031020.470761243,1
304302.3476020997,6031020.57034898,-1
304302.3376368778,6031020.660019196,0
304302.31771597016,6031020.809277272,7
304302.3077693459,6031020.898782725,7
304302.28782323934,6031020.998288235,3
304302.2678959028,6031021.137629002,-3
304302.2578959028,6031021.237629002,4
304302.2478959028,6031021.327629002,0
304302.2279050505,6031021.477546605,0
304302.21788676956,6031021.567711401,0
304302.207859456,6031021.707958605,-5
304302.1978685461,6031021.807876202,0
304302.18788676953,6031021.897711401,2
304302.17789590283,6031022.047629002,4
304302.1678959028,6031022.137629002,-5
304302.15788676956,6031022.237711401,-2
304302.1578413189,6031022.378123417,-7
304302.1478052173,6031022.478453059,7
304302.1477514964,6031022.568947568,7
304302.14768947655,6031022.709524566,4
304302.1376368778,6031022.810019196,3
304302.1376020997,6031022.90034898,4
304302.13754179206,6031023.040926159,2
304302.12749066117,6031023.131420943,4
304302.1274316633,6031023.2219982585,2
304302.1273899538,6031023.362410671,2
304302.1273733708,6031023.462575645,5
304302.12734037754,6031023.552905613,9
304302.12726698496,6031023.693648123,5
304302.1272107083,6031023.7942257095,5
304302.1271080668,6031023.935298552,1
304302.1270538066,6031024.025876331,4
304302.1170078598,6031024.126371623,11
304302.11696243164,6031024.266866962,15
304302.10693243437,6031024.3671972165,3
304302.106895262,6031024.457610061,13
304302.09683653567,6031024.598270682,-4
304302.086843826,6031024.6981881,4
304302.0768657835,6031024.787940362,4
304302.06691008765,6031024.93744492,-3
304302.0469324344,6031025.027197217,-2
304302.03695491067,6031025.1269495245,7
304302.01702311775,6031025.27620652,3
304301.9971393895,6031025.364968421,-6
304301.98721870466,6031025.464143192,-3
304301.9573321652,6031025.612988109,-5
304301.92741493636,6031025.712163219,-5
304301.907499147,6031025.811338476,-2
304301.87761945993,6031025.960184085,-11
304301.8577337045,6031026.059112417,1
304301.8378142211,6031026.158370646,1
304301.8079050505,6031026.307546605,5
304301.78793257975,6031026.407299424,-2
304301.7679602384,6031026.507052257,-3
304301.73800662375,6031026.656640345,-2
304301.71806276066,6031026.756146104,-6
304301.68810047273,6031026.915816642,-3
304301.6780910232,6031027.015899006,-6
304301.65807216713,6031027.116063736,-6
304301.64806276065,6031027.216146104,-7
304301.6180533686,6031027.366228473,-7
304301.60808158794,6031027.46598137,-6
304301.58810993674,6031027.565734282,1
304301.55815747223,6031027.7153225,-1
304301.548205367,6031027.814910761,2
304301.52827302326,6031027.914334396,0
304301.50837089645,6031028.053511163,0
304301.4884802164,6031028.152605805,-3
304301.4785304818,6031028.242194348,-6
304301.4585811063,6031028.391782936,-4
304301.44860145653,6031028.481618383,-4
304301.4386014565,6031028.571618383,-3
304301.4385608134,6031028.711947494,-3
304301.4285204,6031028.812276636,-1
304301.4284702064,6031028.952688101,5
304301.42843031004,6031029.0430173045,-3
304301.42838076287,6031029.143428849,9
304301.4282730233,6031029.284334396,-2
304301.428176587,6031029.3751578,3
304301.4380721671,6031029.476063737,4
304301.4478322719,6031029.618205825,-1
304301.44771597016,6031029.719277271,0
304301.45761077263,6031029.810266532,0
304301.4574821897,6031029.951503413,-2
304301.46741493634,6031030.052163219,1
304301.46734037757,6031030.142905613,-1
304301.4772027264,6031030.2943082275,0
304301.47714725626,6031030.394885893,-2
304301.47710806684,6031030.495298551,1
304301.47706151486,6031030.645793787,-1
304301.4670461128,6031030.735958876,1
304301.46702311776,6031030.83620652,-3
304301.4570002524,6031030.976454176,-3
304301.44701548154,6031031.076289071,0
304301.4370538066,6031031.165876331,-1
