Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.01;01.13.46;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;01.13.46;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.01;01.15.23;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;01.15.23;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.01;01.18.10;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;01.18.10;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.01;01.19.47;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;01.19.47;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
2025.12.01;01.19.57;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;01.19.57;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.01;01.25.53;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;01.25.53;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.01;01.32.44;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;01.32.44;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
2025.12.01;01.32.50;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;01.32.50;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.01;01.58.27;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;01.58.27;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
2025.12.01;01.58.35;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;01.58.35;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.01;02.04.31;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;02.04.31;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
2025.12.01;02.04.37;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;02.04.37;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.01;02.08.33;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;02.08.33;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
2025.12.01;02.08.46;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;02.08.46;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.01;02.14.35;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;02.14.35;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
2025.12.01;02.14.42;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;02.14.42;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.01;02.22.53;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;02.22.53;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.01;02.25.02;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;02.25.02;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.01;02.29.45;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;02.29.45;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.01;02.31.13;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;02.31.13;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.01;02.33.40;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;02.33.40;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.01;02.36.06;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;02.36.06;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.01;02.40.01;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;02.40.01;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.01;02.42.15;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;02.42.15;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.01;03.14.55;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;03.14.55;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.01;13.02.45;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;13.02.45;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.01;13.14.32;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;13.14.32;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.01;13.19.44;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;13.19.44;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.01;13.32.18;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.01;13.32.18;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.02;00.03.48;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.02;00.03.48;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
2025.12.02;00.03.55;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.02;00.03.55;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
2025.12.02;00.04.07;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.02;00.04.07;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
2025.12.02;00.04.26;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.02;00.04.26;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
2025.12.02;00.04.39;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.02;00.04.39;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.02;00.33.32;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.02;00.33.32;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
2025.12.02;00.33.39;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.02;00.33.39;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
2025.12.02;00.33.47;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.02;00.33.47;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
2025.12.02;00.34.01;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.02;00.34.01;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
2025.12.02;00.34.14;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.02;00.34.14;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
Data;Time;TaskName;Logging Level;Message;Exception; 2025.12.02;00.36.02;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.02;00.36.02;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
2025.12.02;00.36.10;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.02;00.36.10;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
2025.12.02;00.36.17;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.02;00.36.17;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
2025.12.02;00.36.25;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.02;00.36.25;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
2025.12.02;00.36.38;[ExportAsciiTask];ERROR;No runline found.;;
2025.12.02;00.36.38;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
