Data;Time;TaskName;Logging Level;Message;Exception; 2025.11.27;00.25.59;[ExportAsciiTask];ERROR;No runline found.;;
2025.11.27;00.25.59;[ExportAsciiTask];ERROR;Should the export continue with possible invalid KPs?;;
